Price,Close,High,Low,Open,Volume,SMA_short,SMA_long,Position,Signal,buy_and_hold
Ticker,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD,,,,,
Date,,,,,,,,,,
2015-01-09,290.4079895019531,291.114013671875,280.5329895019531,282.38299560546875,18718600,329.5654747009277,350.706130065918,0,0.0,91034.70555675773
2015-01-10,274.7959899902344,288.12701416015625,273.96600341796875,287.3030090332031,15264300,326.9542495727539,349.7033700561523,0,0.0,86140.78448682104
2015-01-11,265.6600036621094,279.63800048828125,265.03900146484375,274.6080017089844,18200800,324.0628746032715,348.7648501586914,0,0.0,83276.91071124839
2015-01-12,267.7959899902344,272.2030029296875,265.20001220703125,266.14599609375,18880300,321.38252410888674,348.1541500854492,0,0.0,83946.48211934773
2015-01-13,225.86099243164062,268.2770080566406,219.906005859375,267.3940124511719,72843904,317.7889488220215,347.20765991210936,0,0.0,70801.04434466052
2015-01-14,178.10299682617188,223.8939971923828,171.50999450683594,223.8939971923828,97638704,312.8201736450195,345.6878997802734,0,0.0,55830.261084251855
2015-01-15,209.843994140625,229.06700134277344,176.89700317382812,176.89700317382812,81773504,308.69664840698243,344.4244696044922,0,0.0,65780.16759183313
2015-01-16,208.0970001220703,221.59100341796875,199.77099609375,209.07000732421875,38421000,304.5216983795166,342.97603958129883,0,0.0,65232.53429027938
2015-01-17,199.25999450683594,211.7310028076172,194.875,207.83399963378906,23469700,300.4554733276367,341.31837951660157,0,0.0,62462.38252701025
2015-01-18,210.33900451660156,218.69500732421875,194.50599670410156,200.0500030517578,30085100,296.90847358703616,339.80614944458006,0,0.0,65935.33936896587
2015-01-19,214.86099243164062,216.72799682617188,207.3179931640625,211.4709930419922,18658300,293.62087364196776,338.33176925659177,0,0.0,67352.85491005958
2015-01-20,211.31500244140625,215.24099731445312,205.1529998779297,212.90699768066406,24051100,290.14109840393064,336.6594291687012,0,0.0,66241.28716282987
2015-01-21,226.89700317382812,227.78799438476562,211.21200561523438,211.3780059814453,29924600,286.99997367858884,335.02425918579104,0,0.0,71125.80446241907
2015-01-22,233.406005859375,237.0189971923828,226.4340057373047,227.32200622558594,33544600,284.1507236480713,333.34961929321287,0,0.0,73166.1930342456
2015-01-23,232.87899780273438,234.84500122070312,225.1959991455078,233.51699829101562,24621700,281.1818988800049,331.73067916870116,0,0.0,73000.99088762217
2015-01-24,247.8470001220703,248.2100067138672,230.02200317382812,232.6999969482422,24782500,278.74444885253905,330.38358917236326,0,0.0,77693.03701986003
2015-01-25,253.71800231933594,255.07400512695312,243.88999938964844,247.3520050048828,33582700,276.9108486175537,329.08318923950196,0,0.0,79533.43045141733
2015-01-26,273.4729919433594,309.3840026855469,254.07899475097656,254.07899475097656,106794000,275.7532733917236,327.9034992980957,0,0.0,85726.06195161813
2015-01-27,263.4750061035156,275.4800109863281,250.6529998779297,273.1669921875,44399000,274.55524864196775,326.64278945922854,0,0.0,82591.97566614187
2015-01-28,233.9149932861328,266.5350036621094,227.04600524902344,263.35101318359375,44352200,272.4570487976074,325.1534893798828,0,0.0,73325.74622218116
2015-01-29,233.51300048828125,238.70599365234375,220.71200561523438,233.34800720214844,32213400,270.04597396850585,323.62386932373045,0,0.0,73199.73282960503
2015-01-30,226.4250030517578,242.8509979248047,225.83900451660156,232.77200317382812,26605200,267.6855243682861,322.05653945922853,0,0.0,70977.84575023242
2015-01-31,217.46400451660156,233.50399780273438,216.3090057373047,226.4409942626953,23348200,264.82497482299806,320.64700958251956,0,0.0,68168.82570728695
2015-02-01,226.9720001220703,231.57400512695312,212.01499938964844,216.86700439453125,29128500,262.1349750518799,319.3332795715332,0,0.0,71149.3138882878
2015-02-02,238.22900390625,242.1750030517578,222.65899658203125,226.49099731445312,30612100,260.02735023498536,318.2428596496582,0,0.0,74678.06675318518
2015-02-03,227.26800537109375,245.95700073242188,224.48300170898438,237.45399475097656,40783700,257.733850479126,316.9684996032715,0,0.0,71242.1031766759
2015-02-04,226.85299682617188,230.05799865722656,221.11300659179688,227.51100158691406,26594300,255.20707511901855,315.70713943481445,0,0.0,71112.00971486965
2015-02-05,217.11099243164062,239.40499877929688,214.72500610351562,227.6649932861328,22516400,252.73827476501464,314.30206924438477,0,0.0,68058.16638531887
2015-02-06,222.26600646972656,230.50999450683594,216.23199462890625,216.92300415039062,24435300,250.36394958496095,313.1688192749023,0,0.0,69674.11774362318
2015-02-07,227.75399780273438,230.2989959716797,222.60699462890625,222.63299560546875,21604200,248.24104919433594,311.99330932617187,0,0.0,71394.44808286491
2015-02-08,223.41200256347656,229.43800354003906,221.07699584960938,227.6929931640625,17145200,246.05792427062988,310.8442192077637,0,0.0,70033.35516385616
2015-02-09,220.11000061035156,223.9770050048828,217.0189971923828,223.38900756835938,27791300,243.55584945678712,309.78782928466796,0,0.0,68998.27077769276
2015-02-10,219.83900451660156,221.8070068359375,215.33200073242188,220.28199768066406,21115100,241.1955997467041,308.7272993469238,0,0.0,68913.32115339396
2015-02-11,219.18499755859375,223.406005859375,218.07400512695312,219.73199462890625,17201900,238.7994243621826,307.64360946655273,0,0.0,68708.30843677958
2015-02-12,221.76400756835938,222.19900512695312,217.61399841308594,219.20799255371094,15206200,237.31647453308105,306.556329498291,0,0.0,69516.75526108904
2015-02-13,235.427001953125,240.25900268554688,221.26199340820312,221.968994140625,42744400,236.5972743988037,305.5157395935059,0,0.0,73799.71825041274
2015-02-14,257.3210144042969,259.8080139160156,235.5279998779297,235.5279998779297,49732500,236.1684497833252,304.5960496520996,0,0.0,80662.87301542658
2015-02-15,234.8249969482422,265.6109924316406,227.6840057373047,257.5069885253906,56552400,234.88434982299805,303.5201495361328,0,0.0,73611.00667792058
2015-02-16,233.84300231933594,239.52099609375,229.02200317382812,234.8249969482422,28153700,233.3719997406006,302.4036994934082,0,0.0,73303.179086627
2015-02-17,243.61000061035156,245.77499389648438,232.31399536132812,233.4219970703125,27363100,232.37852478027344,301.2071594238281,0,0.0,76364.8572970675
2015-02-18,236.3260040283203,244.25100708007812,232.33999633789062,243.77999877929688,25200800,231.0264751434326,299.90117935180666,0,0.0,74081.53001926481
2015-02-19,240.2830047607422,242.6719970703125,235.5919952392578,236.41000366210938,18270500,230.1636505126953,298.6270593261719,0,0.0,75321.9380300144
2015-02-20,243.7790069580078,247.1009979248047,239.2989959716797,240.25100708007812,23876700,229.61662559509278,296.82923934936525,0,0.0,76417.83601546465
2015-02-21,244.53399658203125,255.32000732421875,243.1840057373047,243.7519989013672,12284200,229.0350757598877,295.0672294616699,0,0.0,76654.50394680929
2015-02-22,235.9770050048828,246.39199829101562,233.8509979248047,244.54400634765625,19527000,229.28797607421876,293.4488195800781,0,0.0,73972.1286787827
2015-02-23,238.89199829101562,240.10899353027344,232.42100524902344,235.9949951171875,16400000,230.80770111083984,292.07640960693357,0,0.0,74885.89677434415
2015-02-24,238.73500061035156,239.9010009765625,236.40199279785156,238.9980010986328,14200400,231.529976272583,290.5849397277832,0,0.0,74836.68243400572
2015-02-25,237.47000122070312,239.33999633789062,235.52999877929688,238.88999938964844,11496200,232.26430130004883,289.0855598449707,0,0.0,74440.1408403546
2015-02-26,236.42599487304688,237.7100067138672,234.2570037841797,237.33700561523438,13619400,233.1934513092041,287.6978398132324,0,0.0,74112.87432602327
2015-02-27,253.8280029296875,256.65301513671875,236.43600463867188,236.43600463867188,44013900,234.28067626953126,286.43056991577146,0,0.0,79567.91253709132
2015-02-28,254.26300048828125,254.69200134277344,249.47900390625,253.52000427246094,13949300,235.26572647094727,285.3947999572754,0,0.0,79704.27199032952
2015-03-01,260.2019958496094,261.6600036621094,245.93299865722656,254.2830047607422,25213700,236.48790130615234,284.4883399963379,0,0.0,81565.97935915457
2015-03-02,275.6700134277344,276.3009948730469,258.31298828125,260.35699462890625,40465700,237.7072265625,283.7158399963379,0,0.0,86414.76615798296
2015-03-03,281.7019958496094,285.7959899902344,268.1610107421875,275.0459899902344,50461300,238.91462631225585,282.85712997436525,0,0.0,88305.6223449655
2015-03-04,273.0920104980469,284.2250061035156,268.1260070800781,281.989990234375,41383000,239.91995162963866,281.81904006958007,0,0.0,85606.63502484489
2015-03-05,276.1780090332031,281.6669921875,264.7690124511719,272.739013671875,41302400,240.628226852417,280.8273402404785,0,0.0,86574.00843794669
2015-03-06,272.7229919433594,277.6080017089844,270.0150146484375,275.6000061035156,28918900,241.10335159301758,279.87087020874026,0,0.0,85490.9581265317
2015-03-07,276.260986328125,277.85400390625,270.13299560546875,272.29400634765625,17825900,241.1730514526367,278.9367799377441,0,0.0,86600.01947718865
2015-03-08,274.35400390625,277.8580017089844,272.56500244140625,276.4330139160156,22067900,241.44502639770508,277.91585006713865,0,0.0,86002.23432818145
2015-03-09,289.60699462890625,292.70098876953125,273.89300537109375,274.81201171875,59178200,242.83732643127442,277.0570100402832,0,0.0,90783.61627872048
2015-03-10,291.760009765625,300.04400634765625,289.7430114746094,289.86199951171875,67770800,244.29350166320802,276.19414016723636,0,0.0,91458.52573753589
2015-03-11,296.3789978027344,297.3909912109375,290.50799560546875,291.5249938964844,33963900,246.04235153198243,275.3654801940918,0,0.0,92906.44807827304
2015-03-12,294.35400390625,297.0880126953125,292.4129943847656,296.12701416015625,32585200,247.96460151672363,274.49587020874026,0,0.0,92271.66966381951
2015-03-13,285.3370056152344,294.49798583984375,285.3370056152344,294.1180114746094,31421500,249.42372665405273,273.5991401672363,0,0.0,89445.09527846545
2015-03-14,281.885009765625,286.3420104980469,280.97601318359375,284.4419860839844,22612300,250.5151268005371,272.7219502258301,0,0.0,88362.9920405646
2015-03-15,286.39300537109375,286.52899169921875,280.9960021972656,281.42498779296875,11970100,251.9932518005371,271.81734024047853,0,0.0,89776.12138765593
2015-03-16,290.5929870605469,294.11199951171875,285.68499755859375,285.68499755859375,21516100,253.58675155639648,270.9754200744629,0,0.0,91092.69706830045
2015-03-17,285.5050048828125,292.364990234375,284.3739929199219,290.5950012207031,21497200,255.29660186767578,270.079520111084,0,0.0,89497.75830569123
2015-03-18,256.29901123046875,285.33599853515625,249.8699951171875,285.0669860839844,57008000,256.1474269866943,269.0234202575684,0,0.0,80342.50387486996
2015-03-19,260.9280090332031,264.2439880371094,248.63600158691406,255.8800048828125,52732000,256.97677726745604,268.11051040649414,0,0.0,81793.56399452267
2015-03-20,261.7489929199219,264.8479919433594,259.1619873046875,260.95599365234375,18456700,257.93520202636716,267.2643504333496,0,0.0,82050.91926399186
2015-03-21,260.0249938964844,262.1960144042969,255.64999389648438,261.6440124511719,17130100,258.9330768585205,266.3595402526855,0,0.0,81510.49424418464
2015-03-22,267.9599914550781,269.74700927734375,259.5899963378906,259.9169921875,18438100,260.13610153198243,265.51372024536136,0,0.0,83997.89194828711
2015-03-23,266.739990234375,277.2969970703125,261.7449951171875,267.8949890136719,22811900,261.32497634887693,264.7073600769043,0,0.0,83615.45601015721
2015-03-24,245.59500122070312,267.00299072265625,244.15499877929688,266.5769958496094,40073700,261.92075119018557,263.6469902038574,0,0.0,76987.09894545756
2015-03-25,246.19700622558594,249.19000244140625,236.51499938964844,247.4720001220703,35866900,262.1900012969971,262.65551025390624,0,0.0,77175.81051794972
2015-03-26,248.53199768066406,254.35400390625,244.90499877929688,246.2760009765625,25730000,261.97027587890625,261.8702101135254,1,1.0,77907.76441479371
2015-03-27,247.0290069580078,256.8110046386719,245.21299743652344,248.5659942626953,17274900,262.2753761291504,261.14274017333986,1,0.0,77436.61925750585
2015-03-28,252.79800415039062,254.2050018310547,246.97500610351562,246.97500610351562,16040900,262.74925117492677,260.55676025390625,1,0.0,79245.03699996193
2015-03-29,242.71299743652344,253.13900756835938,240.85000610351562,252.74000549316406,21699400,262.72682609558103,259.805460357666,1,0.0,76083.67212735862
2015-03-30,247.5260009765625,249.24200439453125,239.21400451660156,242.87899780273438,23009600,263.00682601928713,258.9811604309082,1,0.0,77592.41285058222
2015-03-31,244.2239990234375,248.72999572753906,242.73899841308594,247.45399475097656,22672000,263.10535087585447,258.2149705505371,1,0.0,76557.32846441882
2015-04-01,247.27200317382812,247.54100036621094,241.16000366210938,244.22300720214844,22877200,263.19267578125,257.36883071899416,1,0.0,77512.79171060036
2015-04-02,253.0050048828125,254.46099853515625,245.41600036621094,247.08900451660156,26272600,263.40445098876955,256.5531608581543,1,0.0,79309.92588527936
2015-04-03,254.32200622558594,256.0429992675781,251.87899780273438,253.07400512695312,23146600,263.8630760192871,255.87104095458983,1,0.0,79722.76862305269
2015-04-04,253.69700622558594,255.25799560546875,251.10000610351562,254.29100036621094,12493500,264.23320121765136,255.21793106079102,1,0.0,79526.848768814
2015-04-05,260.5979919433594,260.67498779296875,251.94200134277344,253.76100158691406,19649200,264.77977600097654,254.54467086791993,1,0.0,81690.11295430112
2015-04-06,255.49200439453125,261.7980041503906,254.5749969482422,260.72100830078125,20034200,265.23032608032224,253.94096084594727,1,0.0,80089.53001620357
2015-04-07,253.17999267578125,255.80499267578125,252.2050018310547,255.2740020751953,18467400,265.6491760253906,253.30037063598633,1,0.0,79364.77961790653
2015-04-08,245.02200317382812,253.8470001220703,244.21499633789062,253.06399536132812,30086400,265.4290260314941,252.62389053344725,1,0.0,76807.48023534108
2015-04-09,243.67599487304688,246.1179962158203,239.39999389648438,244.75100708007812,21643500,265.16435089111326,251.95328048706054,1,0.0,76385.54463519207
2015-04-10,236.07200622558594,243.69400024414062,232.77099609375,243.69400024414062,28882000,264.5611011505127,251.11207061767578,1,0.0,74001.90887928296
2015-04-11,236.552001953125,239.53700256347656,234.1750030517578,236.01600646972656,16365200,263.58315086364746,250.33510070800781,1,0.0,74152.37398804238
2015-04-12,236.1529998779297,237.72799682617188,233.4949951171875,236.53500366210938,12387900,262.44442596435545,249.54631057739257,1,0.0,74027.29810258126
2015-04-13,224.58700561523438,236.93499755859375,221.99600219726562,235.9499969482422,31181800,261.23180084228517,248.9813606262207,1,0.0,70401.6854464648
2015-04-14,219.15899658203125,224.9759979248047,216.322998046875,224.75900268554688,31719000,259.8063255310059,248.53100051879883,1,0.0,68700.1578647185
2015-04-15,223.83299255371094,223.83299255371094,218.6490020751953,219.072998046875,22562000,258.58407554626467,248.02459045410157,1,0.0,70165.32363989242
2015-04-16,228.572998046875,229.6719970703125,223.91700744628906,223.91700744628906,24805400,257.3918758392334,247.44843048095703,1,0.0,71651.18153639049
2015-04-17,222.8820037841797,228.906005859375,221.94200134277344,228.5749969482422,20429800,256.10507583618164,246.73388046264648,1,0.0,69867.2155101177
2015-04-18,223.3560028076172,224.3159942626953,220.87600708007812,222.85299682617188,12939000,254.4488010406494,246.13395050048828,1,0.0,70015.80082144756
2015-04-19,222.60000610351562,226.35299682617188,222.3730010986328,223.45599365234375,15021500,252.71980094909668,245.4558706665039,1,0.0,69778.81719893156
2015-04-20,224.62600708007812,226.3509979248047,221.9770050048828,222.61199951171875,18364700,250.92597618103028,244.95417083740233,1,0.0,70413.91130455646
2015-04-21,235.2689971923828,235.2689971923828,224.30099487304688,224.6199951171875,24978000,249.4488510131836,244.65026077270508,1,0.0,73750.18821890293
2015-04-22,234.17599487304688,237.90899658203125,233.4759979248047,235.6020050048828,23847900,248.1698257446289,244.3140608215332,1,0.0,73407.56285076399
2015-04-23,236.46200561523438,236.47500610351562,233.19900512695312,234.05299377441406,17036000,247.03425064086915,244.42007095336913,1,0.0,74124.1626769999
2015-04-24,231.26800537109375,236.30499267578125,229.93299865722656,235.97000122070312,21448700,245.65612564086913,244.95172103881836,1,0.0,72495.9902438035
2015-04-25,226.38999938964844,232.56100463867188,226.33700561523438,231.23500061035156,13957200,244.0510509490967,245.1171810913086,0,-1.0,70966.87309042715
2015-04-26,219.42999267578125,226.94400024414062,214.87399291992188,226.41000366210938,28943700,242.3991756439209,245.2305110168457,0,0.0,68785.10748901729
2015-04-27,229.28599548339844,233.30499267578125,218.0229949951172,219.4290008544922,38574000,241.72385025024414,245.53077102661132,0,0.0,71874.68610252846
2015-04-28,225.85499572753906,229.4949951171875,223.06900024414062,228.968994140625,21469200,240.84702491760254,245.6859309387207,0,0.0,70799.16454723095
2015-04-29,225.80799865722656,227.0399932861328,223.42999267578125,225.59100341796875,18936500,239.94850006103516,245.79540100097657,0,0.0,70784.4322925665
2015-04-30,236.14500427246094,239.56300354003906,224.9929962158203,225.6929931640625,33818600,239.35150032043458,246.0437010192871,0,0.0,74024.79170600849
2015-05-01,232.07899475097656,238.96600341796875,232.07899475097656,235.93899536132812,18815300,238.45447540283203,246.0955209350586,0,0.0,72750.21251755673
2015-05-02,234.92999267578125,235.7270050048828,232.34100341796875,232.34100341796875,12535500,237.6592254638672,246.11076080322266,0,0.0,73643.9198741368
2015-05-03,240.35800170898438,243.24000549316406,234.08299255371094,234.8800048828125,18494100,237.5283004760742,246.18555084228515,0,0.0,75345.44745588311
2015-05-04,239.01800537109375,242.63800048828125,237.80999755859375,240.3560028076172,21223400,237.3488254547119,246.0972608947754,0,0.0,74925.39643636325
2015-05-05,236.12100219726562,239.20399475097656,232.0540008544922,238.8520050048828,23929100,237.03855056762694,245.9212908935547,0,0.0,74017.26773309057
2015-05-06,229.78199768066406,236.45399475097656,229.2310028076172,236.24899291992188,29587200,236.60737533569335,245.48438095092774,0,0.0,72030.16878763303
2015-05-07,237.33399963378906,239.10499572753906,228.572998046875,229.66200256347656,29064400,236.22077522277831,245.22297088623046,0,0.0,74397.5081826195
2015-05-08,243.86300659179688,246.27499389648438,236.2740020751953,237.20399475097656,27445500,236.24952545166016,245.32245101928712,0,0.0,76444.16752907755
2015-05-09,241.83200073242188,247.8040008544922,239.63900756835938,243.7689971923828,19790500,236.10717544555663,245.4056410217285,0,0.0,75807.50453399487
2015-05-10,240.29600524902344,244.0679931640625,238.8489990234375,241.72900390625,15019100,236.00897560119628,245.54435104370117,0,0.0,75326.01331604493
2015-05-11,242.1580047607422,244.27000427246094,239.37600708007812,240.2989959716797,20892300,235.88112564086913,245.7912910461426,0,0.0,75909.69759273044
2015-05-12,241.11199951171875,242.88099670410156,240.0989990234375,242.14500427246094,19282600,235.58380050659179,245.93269104003906,0,0.0,75581.80447925594
2015-05-13,236.3769989013672,243.70399475097656,235.0449981689453,241.3979949951172,27180100,235.13517532348632,245.91417098999023,0,0.0,74097.51547221563
2015-05-14,236.9290008544922,237.7989959716797,234.0570068359375,236.21400451660156,24413700,234.715975189209,246.0107809448242,0,0.0,74270.55249972879
2015-05-15,237.60499572753906,238.7530059814453,236.7949981689453,236.9550018310547,16329400,234.1411502838135,246.1183009338379,0,0.0,74482.4578069183
2015-05-16,236.1529998779297,237.69700622558594,235.2949981689453,237.6439971923828,11089700,233.65767517089844,246.30872100830078,0,0.0,74027.29810258126
2015-05-17,236.802001953125,238.02499389648438,236.00999450683594,236.00999450683594,11134300,233.24822540283202,246.45408096313477,0,0.0,74230.74192973787
2015-05-18,233.1280059814453,237.2100067138672,232.4600067138672,236.88699340820312,16780300,232.95087547302245,246.50782104492188,0,0.0,73079.04792134583
2015-05-19,231.94700622558594,234.1510009765625,231.81700134277344,233.03700256347656,14241900,232.65765075683595,246.59317108154298,0,0.0,72708.8378413076
2015-05-20,234.01800537109375,234.68299865722656,231.8419952392578,231.88999938964844,15499400,232.60630073547364,246.7322511291504,0,0.0,73358.03760245374
2015-05-21,235.343994140625,236.24200439453125,233.8350067138672,234.01600646972656,15108900,232.57610054016112,246.88730102539063,0,0.0,73773.69764477166
2015-05-22,240.34800720214844,240.968994140625,235.05999755859375,235.3209991455078,27003000,232.6809757232666,247.09893112182618,0,0.0,75342.31446016714
2015-05-23,238.8719940185547,241.02499389648438,238.6909942626953,240.28599548339844,14605000,233.0381004333496,247.27001098632812,0,0.0,74879.62599971263
2015-05-24,240.9530029296875,241.97799682617188,238.81100463867188,238.9759979248047,11508000,233.58295059204102,247.32527099609376,0,0.0,75531.96353977431
2015-05-25,237.11000061035156,241.02099609375,236.63699340820312,240.927001953125,14423900,233.91487579345704,247.1231608581543,0,0.0,74327.29081298513
2015-05-26,237.11599731445312,238.24200439453125,235.69200134277344,237.10400390625,16425000,234.1284507751465,247.1460708618164,0,0.0,74329.1706104147
2015-05-27,237.2830047607422,238.63600158691406,236.69500732421875,237.06500244140625,18837000,234.48847579956055,247.18047088623047,0,0.0,74381.52272966868
2015-05-28,237.4080047607422,237.82400512695312,236.65199279785156,237.2570037841797,13829600,234.83977584838868,247.1184509277344,0,0.0,74420.70670051641
2015-05-29,237.0959930419922,237.52200317382812,235.7310028076172,237.3769989013672,14805000,235.2021755218506,247.1261508178711,0,0.0,74322.8998357832
2015-05-30,233.34500122070312,237.09300231933594,232.04600524902344,237.0919952392578,14098600,235.4201503753662,247.0567707824707,0,0.0,73147.06980237924
2015-05-31,230.19000244140625,233.2519989013672,229.54200744628906,233.13499450683594,14730800,235.2931755065918,246.92088073730469,0,0.0,72158.06676083831
2015-06-01,222.92599487304688,231.71299743652344,221.29600524902344,230.23300170898438,26090500,235.0119255065918,246.70480072021485,0,0.0,69881.00547446757
2015-06-02,225.80299377441406,226.41600036621094,222.41900634765625,222.8939971923828,20459000,234.74545021057128,246.60306060791015,0,0.0,70782.86340310873
2015-06-03,225.87399291992188,227.4040069580078,223.92999267578125,225.73599243164062,17752400,234.610599899292,246.4728805541992,0,0.0,70805.11963069107
2015-06-04,224.32400512695312,226.58099365234375,224.0540008544922,225.77200317382812,14728100,234.5589500427246,246.32877059936524,0,0.0,70319.24221873877
2015-06-05,224.95199584960938,225.96800231933594,223.1790008544922,224.1540069580078,18056500,234.6970001220703,246.2035905456543,0,0.0,70516.09958009247
2015-06-06,225.61900329589844,225.718994140625,224.37899780273438,225.0050048828125,11131500,234.6053253173828,246.0955206298828,0,0.0,70725.18758273739
2015-06-07,222.88099670410156,226.19400024414062,222.65199279785156,225.5959930419922,13318400,234.53097534179688,245.78605056762694,0,0.0,69866.89981894633
2015-06-08,228.48899841308594,229.46400451660156,222.83900451660156,222.87899780273438,23378400,234.59800033569337,245.528310546875,0,0.0,71624.8500227776
2015-06-09,229.04800415039062,230.95399475097656,227.9290008544922,228.53799438476562,28353100,234.4205753326416,245.2167706298828,0,0.0,71800.08253889171
2015-06-10,228.80299377441406,229.78199768066406,228.00999450683594,228.9949951171875,15904800,234.33867530822755,244.7481004333496,0,0.0,71723.27870345445
2015-06-11,229.7050018310547,230.28700256347656,228.76699829101562,228.85499572753906,14416000,234.2080505371094,244.22813049316406,0,0.0,72006.0327626211
2015-06-12,229.98199462890625,231.0570068359375,229.31300354003906,229.7050018310547,14017700,233.94865036010742,243.79703033447265,0,0.0,72092.86218434948
2015-06-13,232.40199279785156,232.65199279785156,229.2100067138672,229.9199981689453,13305300,233.78325004577636,243.35927017211915,0,0.0,72851.46328597775
2015-06-14,233.54299926757812,234.85800170898438,232.00399780273438,232.44200134277344,12165900,233.71879997253419,242.96747024536134,0,0.0,73209.13659995252
2015-06-15,236.822998046875,237.83599853515625,233.4219970703125,233.4219970703125,19912100,233.89482498168945,242.57309036254884,0,0.0,74237.32361234119
2015-06-16,250.89500427246094,251.74200439453125,236.1219940185547,236.76499938964844,41612000,234.23385009765624,242.33850036621095,0,0.0,78648.50026604155
2015-06-17,249.28399658203125,256.8529968261719,246.4759979248047,250.822998046875,43858400,234.3693748474121,241.9352703857422,0,0.0,78143.49483902333
2015-06-18,249.0070037841797,252.10800170898438,244.1269989013672,249.42799377441406,30980200,234.54874992370605,241.50774032592773,0,0.0,78056.66541729493
2015-06-19,244.6060028076172,250.9770050048828,243.78700256347656,249.04299926757812,23965300,234.6564998626709,240.99001037597657,0,0.0,76677.07586556302
2015-06-20,245.21200561523438,245.8280029296875,240.6269989013672,244.52999877929688,20608100,234.73284988403321,240.4985903930664,0,0.0,76867.04063634157
2015-06-21,243.94400024414062,245.2239990234375,241.8820037841797,245.10000610351562,10600900,234.80364990234375,240.08466033935548,0,0.0,76469.55675237587
2015-06-22,246.99000549316406,247.91700744628906,243.7790069580078,243.968994140625,17692500,235.06897506713867,239.73571029663086,0,0.0,77424.3933994142
2015-06-23,244.29600524902344,247.3040008544922,243.13299560546875,246.927001953125,15108700,235.25315017700194,239.31474029541016,0,0.0,76579.90038317256
2015-06-24,240.51499938964844,244.34100341796875,240.51499938964844,244.28199768066406,17344900,235.32590026855468,238.81396041870119,0,0.0,75394.66179622154
2015-06-25,242.7989959716797,243.33200073242188,240.36500549316406,240.36500549316406,16133100,235.49205017089844,238.38690032958985,0,0.0,76110.63024011471
2015-06-26,243.593994140625,243.74899291992188,241.55299377441406,242.60400390625,13983500,235.66184997558594,238.2598501586914,0,0.0,76359.83972072236
2015-06-27,250.99000549316406,251.33900451660156,243.11700439453125,243.5489959716797,20488600,236.1083999633789,238.16047012329102,0,0.0,78678.28046654181
2015-06-28,249.01100158691406,251.1719970703125,247.4340057373047,250.9550018310547,15137600,236.5349998474121,238.03309020996093,0,0.0,78057.91861558134
2015-06-29,257.0639953613281,257.1730041503906,248.58099365234375,248.7209930419922,34742900,237.11114959716798,238.00348022460938,0,0.0,80582.30480193057
2015-06-30,263.0719909667969,267.86700439453125,255.9459991455078,257.0360107421875,44533800,237.80434951782226,237.95460021972656,0,0.0,82465.64179919478
2015-07-01,258.6210021972656,265.1719970703125,255.7740020751953,263.3450012207031,27029800,238.26117439270018,237.87341033935547,1,1.0,81070.3824856834
2015-07-02,255.41200256347656,261.6310119628906,254.11599731445312,258.552001953125,21551900,238.67467460632324,237.9715803527832,1,0.0,80064.45170087706
